更新时间,#genre#
CCTV5+,http://183.162.104.72:1234/641886773
CCTV5+,http://113.90.154.189:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV6,https://t.freetv.fun/live/cctv6-16.m3u8
CCTV6,https://t.freetv.fun/live/cctv6-21.m3u8
CCTV6,https://t.freetv.fun/live/cctv6-19.m3u8
CCTV6,https://t.freetv.fun/live/cctv6-3.m3u8
CCTV6,https://t.freetv.fun/live/cctv6-22.m3u8
CCTV6,https://t.freetv.fun/live/cctv6-20.m3u8
CCTV6,https://stream1.freetv.fun/7bbfe5fb8392af3f4ffdc18217c886d0937de05315ed7980dc17d9578d4411ac.m3u8
CCTV6,https://t.freetv.fun/live/cctv6hd-1.m3u8
CCTV6,https://t.freetv.fun/live/cctv6-13.m3u8
CCTV6,https://t.freetv.fun/live/cctv-6.m3u8
CCTV6,https://t.freetv.fun/live/cctv-6-1.m3u8
CCTV6,https://t.freetv.fun/live/cctv-6hd-3.m3u8
CCTV6,https://t.freetv.fun/live/cctv6dian-ying-4.m3u8
CCTV6,https://t.freetv.fun/live/cctv6-6.m3u8
CCTV6,https://t.freetv.fun/live/cctv6-10.m3u8
CCTV6,https://t.freetv.fun/live/cctv-6-2.m3u8
CCTV6,https://t.freetv.fun/live/cctv6-4.m3u8
CCTV6,https://t.freetv.fun/live/cctv6-7.m3u8
CCTV6,https://t.freetv.fun/live/cctv-6hd-2.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,https://t.freetv.fun/live/cctv7-3.m3u8
CCTV7,https://t.freetv.fun/live/cctv7-4.m3u8
CCTV7,https://t.freetv.fun/live/cctv7-10.m3u8
CCTV7,https://t.freetv.fun/live/cctv7-2.m3u8
CCTV7,https://t.freetv.fun/live/cctv7-5.m3u8
CCTV7,https://t.freetv.fun/live/cctv7-6.m3u8
CCTV7,https://t.freetv.fun/live/cctv7-1.m3u8
CCTV7,https://stream1.freetv.fun/38c7c346b707a4febeabb5ecd55e67687d764ec0a561894ff0e953e516acdfb1.m3u8
CCTV7,https://stream1.freetv.fun/978492b187939ceb862410f14e3321d54e05a0bc645f85f48c426b0e522eb940.m3u8
CCTV7,https://t.freetv.fun/live/cctv7-12.m3u8
CCTV7,https://t.freetv.fun/live/cctv7-11.m3u8
CCTV7,https://t.freetv.fun/live/cctv7-8.m3u8
CCTV7,https://t.freetv.fun/live/cctv7.m3u8
CCTV7,https://t.freetv.fun/live/cctv-7-2.m3u8
CCTV7,https://t.freetv.fun/live/cctv7-7.m3u8
CCTV7,https://t.freetv.fun/live/cctv-7hd-2.m3u8
CCTV7,https://t.freetv.fun/live/cctv-7.m3u8
CCTV7,https://t.freetv.fun/live/cctv-7hd-3.m3u8
CCTV7,https://t.freetv.fun/live/cctv7-13.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV8,https://t.freetv.fun/live/cctv8-1.m3u8
CCTV8,https://t.freetv.fun/live/cctv8-19.m3u8
CCTV8,https://t.freetv.fun/live/cctv8-9.m3u8
CCTV8,https://t.freetv.fun/live/cctv8-7.m3u8
CCTV8,https://t.freetv.fun/live/cctv8-3.m3u8
CCTV8,https://t.freetv.fun/live/cctv8-18.m3u8
CCTV8,https://t.freetv.fun/live/cctv8-14.m3u8
CCTV8,https://t.freetv.fun/live/cctv8-4.m3u8
CCTV8,https://t.freetv.fun/live/cctv8.m3u8
CCTV8,https://t.freetv.fun/live/cctv8-2.m3u8
CCTV8,https://t.freetv.fun/live/cctv8-17.m3u8
CCTV8,https://t.freetv.fun/live/cctv8hd-1.m3u8
CCTV8,https://t.freetv.fun/live/cctv8-6.m3u8
CCTV8,https://t.freetv.fun/live/cctv8-16.m3u8
CCTV8,https://t.freetv.fun/live/cctv8-8.m3u8
CCTV8,https://t.freetv.fun/live/cctv8-12.m3u8
CCTV8,https://stream1.freetv.fun/0a41a74a908f871b3e73f9381b831e6bdf23a89efb600e3c5d4532c0a8e7f6e8.m3u8
CCTV8,https://stream1.freetv.fun/1f298be1b8f964d2f0f401dd00fe8a2a6d9e6c74900ff8486a3a7115907f4426.m3u8
CCTV8,https://t.freetv.fun/live/cctv8-11.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV9,https://t.freetv.fun/live/cctv9-11.m3u8
CCTV9,https://t.freetv.fun/live/cctv9-2.m3u8
CCTV9,https://t.freetv.fun/live/cctv9-13.m3u8
CCTV9,https://t.freetv.fun/live/cctv9-9.m3u8
CCTV9,https://t.freetv.fun/live/cctv9-6.m3u8
CCTV9,https://t.freetv.fun/live/cctv9-8.m3u8
CCTV9,https://t.freetv.fun/live/cctv9.m3u8
CCTV9,https://t.freetv.fun/live/cctv9-12.m3u8
CCTV9,https://stream1.freetv.fun/42ec063601b24e5ddb24832e5f5d56c71ca4d52922d298be84bbc21aa7429280.m3u8
CCTV9,https://t.freetv.fun/live/cctv-9.m3u8
CCTV9,https://t.freetv.fun/live/cctv9-16.m3u8
CCTV9,https://t.freetv.fun/live/cctv9-4.m3u8
CCTV9,https://t.freetv.fun/live/cctv9ji-lu.m3u8
CCTV9,https://t.freetv.fun/live/cctv9-14.m3u8
CCTV9,https://t.freetv.fun/live/cctv9hd.m3u8
CCTV9,https://t.freetv.fun/live/cctv9-15.m3u8
CCTV9,https://t.freetv.fun/live/cctv9-7.m3u8
CCTV9,https://t.freetv.fun/live/cctv9-1.m3u8
CCTV9,https://t.freetv.fun/live/cctv9ji-lu-4.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV10,https://stream1.freetv.fun/6f4489c5bc615294be1c5af5c9abd1f0b3d4e9728da4a010e6385f2ca11facb0.m3u8
CCTV10,https://t.freetv.fun/live/cctv10-4.m3u8
CCTV10,https://t.freetv.fun/live/cctv10-8.m3u8
CCTV10,https://t.freetv.fun/live/cctv10-7.m3u8
CCTV10,https://t.freetv.fun/live/cctv10-11.m3u8
CCTV10,https://t.freetv.fun/live/cctv10-14.m3u8
CCTV10,https://t.freetv.fun/live/cctv10.m3u8
CCTV10,https://t.freetv.fun/live/cctv10-13.m3u8
CCTV10,https://t.freetv.fun/live/cctv10-3.m3u8
CCTV10,https://t.freetv.fun/live/cctv10-6.m3u8
CCTV10,https://t.freetv.fun/live/cctv10-1.m3u8
CCTV10,https://t.freetv.fun/live/cctv10-2.m3u8
CCTV10,https://t.freetv.fun/live/cctv10-5.m3u8
CCTV10,https://t.freetv.fun/live/cctv10ke-jiao-3.m3u8
CCTV10,https://t.freetv.fun/live/cctv10-28.m3u8
CCTV10,https://t.freetv.fun/live/cctv10-9.m3u8
CCTV10,https://t.freetv.fun/live/cctv-10hd.m3u8
CCTV10,https://t.freetv.fun/live/cctv10-10.m3u8
CCTV10,https://t.freetv.fun/live/cctv-10ke-jiao-1.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV11,https://t.freetv.fun/live/cctv11-3.m3u8
CCTV11,https://t.freetv.fun/live/cctv11-6.m3u8
CCTV11,https://t.freetv.fun/live/cctv11-5.m3u8
CCTV11,https://t.freetv.fun/live/cctv11.m3u8
CCTV11,https://t.freetv.fun/live/cctv11-11.m3u8
CCTV11,https://t.freetv.fun/live/cctv11-10.m3u8
CCTV11,https://t.freetv.fun/live/cctv11-4.m3u8
CCTV11,https://t.freetv.fun/live/cctv11xi-qu.m3u8
CCTV11,https://t.freetv.fun/live/cctv11-16.m3u8
CCTV11,https://t.freetv.fun/live/cctv11-9.m3u8
CCTV11,https://t.freetv.fun/live/cctv11-14.m3u8
CCTV11,https://t.freetv.fun/live/cctv-11hd.m3u8
CCTV11,https://t.freetv.fun/live/cctv11xi-qu-4.m3u8
CCTV11,https://t.freetv.fun/live/cctv11-7.m3u8
CCTV11,https://t.freetv.fun/live/cctv11-13.m3u8
CCTV11,https://t.freetv.fun/live/cctv11-2.m3u8
CCTV11,https://t.freetv.fun/live/cctv-11hd-2.m3u8
CCTV11,https://t.freetv.fun/live/cctv11-12.m3u8
CCTV11,https://t.freetv.fun/live/cctv11-8.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV12,https://t.freetv.fun/live/cctv12-13.m3u8
CCTV12,https://t.freetv.fun/live/cctv12-6.m3u8
CCTV12,https://t.freetv.fun/live/cctv12-9.m3u8
CCTV12,https://t.freetv.fun/live/cctv12-3.m3u8
CCTV12,https://t.freetv.fun/live/cctv12-7.m3u8
CCTV12,https://t.freetv.fun/live/cctv12-12.m3u8
CCTV12,https://t.freetv.fun/live/cctv12-11.m3u8
CCTV12,https://t.freetv.fun/live/cctv12-10.m3u8
CCTV12,https://t.freetv.fun/live/cctv12-2.m3u8
CCTV12,https://t.freetv.fun/live/cctv-12hd-4.m3u8
CCTV12,https://t.freetv.fun/live/cctv12.m3u8
CCTV12,https://t.freetv.fun/live/cctv12-5.m3u8
CCTV12,https://t.freetv.fun/live/cctv12-4.m3u8
CCTV12,https://t.freetv.fun/live/cctv12-1.m3u8
CCTV12,https://t.freetv.fun/live/cctv12hd.m3u8
CCTV12,https://t.freetv.fun/live/cctv12-8.m3u8
CCTV12,https://t.freetv.fun/live/cctv-12hd-2.m3u8
CCTV12,https://t.freetv.fun/live/cctv-12-1.m3u8
CCTV12,https://t.freetv.fun/live/cctv-12-3.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV13,https://stream1.freetv.fun/5faa47be190587cc85b9a83523c5bff88b5440ff623beb37d113818557a34903.m3u8
CCTV13,https://stream1.freetv.fun/f775810be10706600c58373ca47c369fa14a21c1fb1fb953645eaa89b7811b7f.m3u8
CCTV13,https://10.fast.hidns.vip/163189/cctv13/
CCTV13,https://stream1.freetv.fun/069b3db18ed7e22abd36bc19d185900fc7b42b88e7ffb7c04bbec2300ed1aada.m3u8
CCTV13,https://t.freetv.fun/live/cctv13-21.m3u8
CCTV13,https://t.freetv.fun/live/cctv13-5.m3u8
CCTV13,https://t.freetv.fun/live/cctv13.m3u8
CCTV13,https://t.freetv.fun/live/cctv13-10.m3u8
CCTV13,https://t.freetv.fun/live/cctv13-6.m3u8
CCTV13,https://t.freetv.fun/live/cctv13-7.m3u8
CCTV13,https://t.freetv.fun/live/cctv-13-3.m3u8
CCTV13,https://t.freetv.fun/live/cctv-13xin-wen.m3u8
CCTV13,https://t.freetv.fun/live/cctv13-2.m3u8
CCTV13,https://t.freetv.fun/live/cctv-13xin-wen-8.m3u8
CCTV13,https://t.freetv.fun/live/cctv13-9.m3u8
CCTV13,https://t.freetv.fun/live/cctv13-8.m3u8
CCTV13,https://t.freetv.fun/live/cctv13xin-wen.m3u8
CCTV13,https://t.freetv.fun/live/cctv-13hd-1.m3u8
CCTV13,https://t.freetv.fun/live/cctv13xin-wen-3.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-16.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-5.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-7.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-10.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-4.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-8.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-14.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-3.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-9.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-11.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-1.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-18.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-2.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-19.m3u8
CCTV14,https://t.freetv.fun/live/cctv14.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-13.m3u8
CCTV14,https://t.freetv.fun/live/cctv-14hd-1.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-17.m3u8
CCTV14,https://t.freetv.fun/live/cctv14-15.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV15,https://xykt-fix.github.io/play/a02e/index.m3u8
CCTV15,https://stream1.freetv.fun/cb0830411664d3a45e05be072d306112a721a039769417366bdd74bf4ca41329.m3u8
CCTV15,https://stream1.freetv.fun/3cd5992c0bc678290fbfb3ea5c9e3ae07fde910fecbb9119dec4ef12ecd4a717.m3u8
CCTV15,https://t.freetv.fun/live/cctv15-20.m3u8
CCTV15,https://stream1.freetv.fun/9350a599d0593a4eb692e9a5c26a4b0777dc9758db460b4e02a9ffa970765999.m3u8
CCTV15,https://t.freetv.fun/live/cctv15-4.m3u8
CCTV15,https://t.freetv.fun/live/cctv15-17.m3u8
CCTV15,https://t.freetv.fun/live/cctv15-9.m3u8
CCTV15,https://t.freetv.fun/live/cctv15-12.m3u8
CCTV15,https://t.freetv.fun/live/cctv15.m3u8
CCTV15,https://t.freetv.fun/live/cctv15-7.m3u8
CCTV15,https://t.freetv.fun/live/cctv15-8.m3u8
CCTV15,https://t.freetv.fun/live/cctv15-6.m3u8
CCTV15,https://t.freetv.fun/live/cctv15-14.m3u8
CCTV15,https://t.freetv.fun/live/cctv15-15.m3u8
CCTV15,https://t.freetv.fun/live/cctv15-2.m3u8
CCTV15,https://t.freetv.fun/live/cctv15-10.m3u8
CCTV15,https://t.freetv.fun/live/cctv15-11.m3u8
CCTV15,https://t.freetv.fun/live/cctv15-13.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV16,https://stream1.freetv.fun/3fa27f5bf8136b49f28d477a805f1219c588cf21ffbada685497c73431d20c6e.m3u8
CCTV16,https://stream1.freetv.fun/f5e0459fd9f11d93ac18af88196997db1c71aeb6d27ce1bd24faccb628652629.m3u8
CCTV16,https://t.freetv.fun/live/cctv16-5.m3u8
CCTV16,https://t.freetv.fun/live/cctv16.m3u8
CCTV16,https://t.freetv.fun/live/cctv16-6.m3u8
CCTV16,https://t.freetv.fun/live/cctv16-3.m3u8
CCTV16,https://t.freetv.fun/live/cctv16-1.m3u8
CCTV16,https://t.freetv.fun/live/cctv16-2.m3u8
CCTV16,https://t.freetv.fun/live/cctv16-8.m3u8
CCTV16,https://t.freetv.fun/live/cctv16-10.m3u8
CCTV16,https://t.freetv.fun/live/cctv16-4.m3u8
CCTV16,https://t.freetv.fun/live/cctv16-9.m3u8
CCTV16,https://t.freetv.fun/live/cctv-16hd-3.m3u8
CCTV16,https://t.freetv.fun/live/cctv-16-2.m3u8
CCTV16,https://t.freetv.fun/live/cctv16hd.m3u8
CCTV16,https://t.freetv.fun/live/cctv-16.m3u8
CCTV16,https://t.freetv.fun/live/cctv-16hd.m3u8
CCTV16,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV17,https://t.freetv.fun/live/cctv17-11.m3u8
CCTV17,https://t.freetv.fun/live/cctv17-6.m3u8
CCTV17,https://t.freetv.fun/live/cctv17-10.m3u8
CCTV17,https://t.freetv.fun/live/cctv17-12.m3u8
CCTV17,https://t.freetv.fun/live/cctv17-4.m3u8
CCTV17,https://t.freetv.fun/live/cctv17-3.m3u8
CCTV17,https://t.freetv.fun/live/cctv17-15.m3u8
CCTV17,https://t.freetv.fun/live/cctv17.m3u8
CCTV17,https://t.freetv.fun/live/cctv17-8.m3u8
CCTV17,https://t.freetv.fun/live/cctv17-5.m3u8
CCTV17,https://t.freetv.fun/live/cctv17-2.m3u8
CCTV17,https://t.freetv.fun/live/cctv17-1.m3u8
CCTV17,https://t.freetv.fun/live/cctv17-9.m3u8
CCTV17,https://t.freetv.fun/live/cctv-17-2.m3u8
CCTV17,https://t.freetv.fun/live/cctv17-16.m3u8
CCTV17,https://t.freetv.fun/live/cctv-17hd.m3u8
CCTV17,https://t.freetv.fun/live/cctv-17.m3u8
CCTV17,https://t.freetv.fun/live/cctv17-7.m3u8
CCTV17,https://t.freetv.fun/live/cctv-17hd-3.m3u8
CCTV风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
CCTV风云剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyjc
CCTV风云剧场,http://104.152.209.49:8181/720p/fyjc.m3u8
CCTV兵器科技,http://38.75.136.137:98/gslb/dsdqpub/bqkj.m3u8?auth=testpub
CCTV兵器科技,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gfjs
CCTV第一剧场,https://t.freetv.fun/live/cctv-di-yi-ju-chang-5.m3u8
CCTV第一剧场,https://t.freetv.fun/live/cctv-di-yi-ju-chang-2.m3u8
CCTV第一剧场,https://t.freetv.fun/live/cctv-di-yi-ju-chang-1.m3u8
CCTV第一剧场,https://t.freetv.fun/live/cctv-di-yi-ju-chang-4.m3u8
CCTV第一剧场,https://t.freetv.fun/live/cctv-di-yi-ju-chang-3.m3u8
CCTV第一剧场,https://t.freetv.fun/live/cctvdi-yi-ju-chang-2.m3u8
CCTV第一剧场,https://t.freetv.fun/live/cctv-di-yi-ju-chang.m3u8
CCTV第一剧场,http://38.75.136.137:98/gslb/dsdqpub/dyjc.m3u8?auth=testpub
CCTV第一剧场,http://107.150.60.122/live/dyjc.m3u8
CCTV第一剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dyjc
CCTV央视台球,http://38.75.136.137:98/gslb/dsdqpub/ystq.m3u8?auth=testpub
CCTV央视台球,http://107.150.60.122/live/ystq.m3u8
CCTV央视台球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ystq
CCTV风云足球,https://t.freetv.fun/live/cctv-feng-yun-zu-qiu-1.m3u8
CCTV风云足球,https://t.freetv.fun/live/cctv-feng-yun-zu-qiu.m3u8
CCTV风云足球,https://t.freetv.fun/live/cctv-feng-yun-zu-qiu-2.m3u8
CCTV风云足球,https://t.freetv.fun/live/cctv-feng-yun-zu-qiu-4.m3u8
CCTV风云足球,https://t.freetv.fun/live/cctv-feng-yun-zu-qiu-3.m3u8
CCTV风云足球,http://38.75.136.137:98/gslb/dsdqpub/fyzq.m3u8?auth=testpub
CCTV风云足球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyzq
CCTV风云足球,http://120.76.248.139/live/bfgd/4200000225.m3u8
CCTV风云足球,http://207.56.13.146:81/cdnlive/fyzq.m3u8
CCTV风云足球,http://hmfs.f3322.net:3388/hls/9/index.m3u8
CCTV高尔夫网球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gefwq
CCTV高尔夫网球,http://207.56.13.146:81/cdnlive/gefwq.m3u8
CCTV世界地理,http://38.75.136.137:98/gslb/dsdqpub/sjdl.m3u8?auth=testpub
CCTV世界地理,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sjdl
CCTV世界地理,http://120.76.248.139/live/bfgd/4200000177.m3u8
CCTV世界地理,http://hmfs.f3322.net:3388/hls/28/index.m3u8
CCTV风云音乐,https://t.freetv.fun/live/cctv-feng-yun-yin-le-1.m3u8
CCTV风云音乐,https://t.freetv.fun/live/cctv-feng-yun-yin-le-4.m3u8
